artist.name,artist_mbtags,artist_mbtags_count,duration,familiarity,loudness,release.name,tempo,terms,title,year,,,,,
Johnny Pearson,english,1,17.60608,0.421853164,-9.332,KPM 1000 Series: Flamboyant Themes (Volume 4),117.101,orchestra,Lets Go Amigos - Tail,0,,,,,
Jean Segurel,,0,186.90567,0.330992398,-10.974,POUR CHANTER L'AUVERGNE,113.93,chanson,BourrA(c)e des Monts d'Aubrac,0,,,,,
Broadcast,birmingham,1,302.52363,0.691850737,-5.346,Who's got the ball,166.809,dream pop,Guardian Angel,0,,,,,
Pinchers,punk,1,221.88363,0.558384455,-12.783,Bandelero,176.536,dancehall,My Heart Is Booked,0,,,,,
Junior Reid,,0,220.47302,0.622940428,-11.206,Double Top,139.898,roots reggae,Skank and Dub,0,,,,,
Laurie Berkner,,0,182.22975,0.558481253,-11.498,Whaddaya Think of That?,128.43,death core,ABCD Medley,0,,,,,
Frank Stokes,,0,188.89098,0.428252654,-19.27,The Best Of Frank Stokes,94.73,country blues,It Won't Be Long Now,2005,,,,,
Warrior King,,0,204.38159,0.588370653,-6.134,Hold The Faith,153.977,roots reggae,Another Love Song,2005,,,,,
Simply Red,classic pop and rock,1,305.162,0.731590593,-6.569,Stay (Bonus Version),90.031,pop rock,Good Times Have Done Me Wrong (live) - exclusive version,0,,,,,
Orquesta Sublime,,0,222.14485,0.496244737,-7.911,A Bailar Boogaloo Con La Sublime (Digitally Remastered),95.136,salsa,Me Dicen El Feliz,0,,,,,
Xzibit featuring Jayo Felony and Method Man,x,1,201.06404,0.747556581,-8.011,40 Dayz & 40 Nightz (Explicit),96.058,gangster rap,Pu**y Pop,0,,,,,
Hot Club Of Cowtown,folk,1,203.96363,0.551427307,-10.881,Wishful Thinking,132.073,western swing,Cabiria,2009,,,,,
Aleks Syntek,mA(c)xico,1,275.19955,0.659251521,-6.73,MA!s Fuerte De Lo Que Pensaba,120.029,merengue,Un Espacio Para Andar (2002 Digital Remaster),0,,,,,
Les Malpolis,french,1,298.89261,0.488206851,-4.03,This Machine Kills Fingers (Live),96.521,chanson,"Plus chA""re la vie",2009,,,,,
The Roots / Jaguar,,0,39.18322,0.862795414,-17.317,The Roots Come Alive,218.587,funk,We Got You (Featuring Jaguar),0,,,,,
John Ottman,american,1,79.77751,0.582837273,-13.501,Fantastic Four,69.234,acid jazz,Entanglement,2005,,,,,
Fabri Fibra,,0,267.36281,0.675203997,-4.41,Chi Vuole Essere Fabri Fibra ?,160.071,hip hop,Alla Fine Di Tutto Questo,2009,,,,,
DJ Nasty,,0,206.70649,0.582365879,-6.6,Hot Sauce,150.023,bass music,Sounds Of The City,0,,,,,
Moss,,0,261.48526,0.602555589,-19.933,Moss,101.29,future jazz,Orchard,0,,,,,
Christoper Titus,,0,119.66649,0,-9.322,The 5th Annual End Of The World Tour,80.8,comedy,The Impala Incident (The Fifth Annual End Of The World Tour),0,,,,,
In Extremo,german,1,186.06975,0.749077779,-2.136,Frei zu sein,170.095,heavy metal,Frei zu sein,2008,,,,,
The Incurables,,0,276.63628,0.45430156,-9.254,Fade,99.139,heartland rock,Finally,0,,,,,
Frank Caliendo,,0,433.47546,0.501890126,-13.149,All Over The Place,124.086,future jazz,Now I'm All Over The Place_ Scoob (Album Version),2008,,,,,
The Steeles,,0,241.26649,0.437463586,-10.277,Left Behind,71.911,southern gospel,Left Behind,0,,,,,
In Extremo,german,1,233.74322,0.749077779,-3.734,Mein rasend Herz,114.127,heavy metal,Signapur,2005,,,,,
Guitar Shorty,,0,817.37098,0.524435669,-17.135,Shorty's Blues,103.27,blues-rock,History Of Jody,0,,,,,
Funeral For A Friend,rock and indie,1,251.21914,0.851073009,-4.518,The Great Wide Open,102.889,post-hardcore,Juneau [Live],2007,,,,,
Sugarbomb,texas,1,260.93669,0.484311163,-6.121,Bully,122.761,post-grunge,Posterchild for Tragedy,2001,,,,,
Tom Petty,classic pop and rock,1,190.32771,0.779838092,-13.374,Wildflowers,86.8,heartland rock,Wildflowers (Album Version),1994,,,,,
Groove Karma,,0,206.78485,0.374570027,-7.377,Come All Over Me,144.045,club,Come All Over Me,0,,,,,
Joan Sutherland,soprano,1,264.12363,0.489936789,-16.553,Joan Sutherland,138.356,bel canto,Handel: Alcina: Tornami a vagheggiar,0,,,,,
Love Jones,,0,384.13016,0.456852846,-7.479,Here's To The Losers,102.473,bossa nova,Matter Of Fact,1993,,,,,
Jeff Beck,classic pop and rock,1,163.83955,0.747684076,-8.951,Original Album Classics,131.554,blues-rock,Head For Backstage Pass,1976,,,,,
Skeeter Davis,,0,153.96526,0.042848266,-16.87,Country Christmas,150.784,country rock,Santa Claus Is Coming To Town,1999,,,,,
Crystals,,0,150.90893,0.537288298,-5.651,Phil Spector's Wall Of Sound Retrospective Phillies Sound 1961-1996,117.623,all-female,He's A Rebel,0,,,,,
Bebe Winans / Stephanie Mills,rnb,1,324.93669,0.600195393,-9.2,Love And Freedom,144.005,ccm,Everyday,2000,,,,,
Three 6 Mafia,,0,213.60281,0.833590335,-10.606,Most Known Unknown (Screwed and Chopped),130.298,dirty south rap,Let's Plan A Robbery,2005,,,,,
Jaydee,dutch,1,265.84771,0.575982702,-7.855,Optimo presents In Order To Edit,124.553,vocal house,Plastic Dreams,1992,,,,,
Flamin' Groovies,rock and indie,1,195.39546,0.559317502,-3.215,Teenage Head,172.502,power pop,Carol,1999,,,,,
Vickie Winans,,0,108.45995,0.653937821,-18.871,Share the Laughter,124.734,ccm,Boyfriends,0,,,,,
Auf Der Maur,rock and indie,1,277.89016,0.569988889,-7.319,Auf Der Maur,125.05,post-grunge,Taste You,2004,,,,,
Kim English,,0,292.5971,0.526127033,-5.193,My Destiny,123.978,tribal house,Treat Me Right (Jon Cutler Album Version),0,,,,,
Daniel Johnston,dance and electronica,1,115.35628,0.713322147,-11.092,Frankenstein Love,158.304,power pop,Come To Me Tonight,1998,,,,,
Juan Carlos Baglietto,,0,218.09587,0.540881349,-15.459,Coleccion Aniversario,131.624,tango,Todo A Mi Favor,0,,,,,
Martin Sexton,american,1,277.39383,0.641197515,-14.15,Black Sheep,109.889,blue-eyed soul,Caught In The Rain,1996,,,,,
Thriller U,,0,235.12771,0.374041434,-10.677,Love Rule,72.305,lovers rock,Dancehall Man,0,,,,,
Shakira,colombian,1,214.12526,0.833178561,-10.65,Donde Estan Los Ladrones,139.95,dance pop,TAo,1998,,,,,
Jimmy Johnson,,0,287.32036,0.505378203,-8.581,North // South,98.929,chicago blues,Country Preacher,0,,,,,
Behemoth,black metal,2,321.48853,0.84219335,-4.146,Satanica,156.261,black metal,Chant For Eschaton 2000,1999,,,,,
Sick Puppies,alternative rock,1,190.9024,0.782984211,-4.531,Dressed Up As Life,91.145,post-grunge,Deliverance,2006,,,,,
The Real Kids,boston,1,252.26404,0.484893131,-14.655,The Real Kids,162.771,power pop,Better Be Good,1976,,,,,
Lee Ritenour,,0,223.45098,0.632008013,-10.982,Rit_ Vol. 1,148.879,instrumental pop,Good Question  (LP Version),0,,,,,
The Jason Bonham Band,british,1,290.19383,0.439663711,-7.11,MAD HATTER,196.013,hard rock,Bing,1992,,,,,
Poncho Sanchez / Dianne Reeves,world,1,355.05587,0.577228503,-9.681,Morning Cup Of Jazz,215.461,latin jazz,Morning,1999,,,,,
Audio Pyper,,0,405.52444,0.439191646,-12.98,Soweto Jumpoff,124.996,dubstep,Walk in the Park,0,,,,,
Oliver Lake Quintet,,0,419.76118,0.034617323,-10.383,Talkin' Stick,131.611,free jazz,Only If You Live There,0,,,,,
David Arkenstone,filk,1,363.41506,0.63939648,-18.327,Spirit Of The Rainforest,106.998,celtic,Waterfall (Spirit Of The Rainforest Album Version),0,,,,,
Mark Ashley,,0,190.77179,0.49237718,-4.336,Heartbreak Boulevard,99.996,hard trance,Operation Love,0,,,,,
Roger Reynolds,,0,313.91302,0.31569241,-37.668,Process And Passion,48.607,serialism,Stereophonic Presentation - Kokoro_ Pt. 5,0,,,,,
Alkonost,,0,542.87628,0.537050224,-4.456,Put Neprojdennyj,109.953,folk metal,Dumy Moi-Zamicy Dal Nie...,0,,,,,
A Ghost Devotion,,0,305.34485,0.410141258,-8.489,They'll All Believe_ There's Nothing Wrong With My Heart,137.973,melbourne,Need Not,0,,,,,
Xose Manuel BudiA+-o,,0,365.47873,0.475745337,-5.407,Zume De Tierra,119.835,gaita,A Galicia Vente Xa,0,,,,,
RyanDan,,0,235.12771,0.636109171,-8.567,RyanDan,111.518,neoclassical,Always,2007,,,,,
Pelt,,0,225.98485,0.510577268,-22.196,Untitled,107.368,free improvisation,Track 04,0,,,,,
The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz,,0,239.33342,0.384720138,-6.947,House of Stone,179.912,hip hop,No Mercy Remix (Cade Money Remix),2007,,,,,
Vivian,,0,227.76118,0.520726488,-6.53,Vivianism,90.993,happy hardcore,Bad Creation,2007,,,,,
Annie Lennox,rock,1,316.76036,0.775946184,-8.724,Medusa,145.99,soft rock,A Whiter Shade Of Pale,1995,,,,,
Blink-182,american,3,280.00608,0.851351443,-5.342,blink-182,117.574,power pop,All Of This,2003,,,,,
"MichA""le Bernard",,0,192.67873,0.448892805,-10.338,Mes premiers vinyls,114.495,chanson,Chanson sous la pluie,2002,,,,,
We Show Up On Radar,,0,194.71628,0.468976865,-13.362,A Loaf Of Bread_ A Container Of Milk And A Stick Of Butter,80.029,singer-songwriter,Like a Bird Pulling Up At a Worm,0,,,,,
Michael Bloomfield,,0,295.91465,0.49399508,-12.022,Live At The Old Waldorf,106.534,blues-rock,Buried Alive In The Blues,0,,,,,
Cocoa Tea,,0,237.89669,0.595645309,-7.441,One Way,163.664,roots reggae,I Can't Help,0,,,,,
The Rongetz Foundation,,0,390.37342,0.447009091,-8.415,East,119.992,afrobeat,East,0,,,,,
BeyoncA(c),hip hop rnb and dance hall,1,161.38404,0.889460725,-3.964,The Beyonce Experience Live Audio,113.992,hip hop,Ring The Alarm,2006,,,,,
Mase,,0,263.18322,0.630871879,-6.933,Harlem World *Cancelled*,92.028,pop rap,Wanna Hurt Mase? (Album Version),0,,,,,
Information Society,electronic,2,288.62649,0.567510986,-8.149,Don't Be Afraid,150.055,freestyle,Seek 300,1997,,,,,
The Paul Butterfield Blues Band,,0,246.12526,0.555904123,-15.693,An Anthology: The Elektra Years,158.12,blues-rock,Thank You Mr. Poobah ( Remastered 97' Version ),0,,,,,
Catherine Howe,,0,203.44118,0.421792253,-15.095,English Tale,164.886,chill-out,Going Home (Acoustic),0,,,,,
Der Plan,dA1/4sseldorf,1,153.59955,0.496224085,-14.342,Perlen...,119.317,experimental rock,Alte Pizza,1988,,,,,
Patric C,,0,286.4322,0.429923215,-11.651,The Horrible Plans Of Flex Busterman,198.138,breakcore,Everything Has Changed,0,,,,,
Little Freddie King,,0,312.63302,0.419320249,-9.995,Messin' Around tha House,128.745,new orleans blues,Goin' Upstairs (Little Freddie King),0,,,,,
Radiohead,rock,5,197.45914,0.899934952,-7.037,Pyramid Song,103.476,british pop,Fast-Track,2001,,,,,
Dimmu Borgir,norwegian,4,259.02975,0.826075467,-3.561,In Sorte Diaboli,150.064,black metal,The Chosen Legacy,2007,,,,,
Jimmy Riley,,0,233.7171,0.477724733,-13.887,Magic,162.139,roots reggae,Show Of Love,0,,,,,
Percy Faith & His Orchestra,,0,195.02975,0.437634718,-11.149,16 Most Requested Songs Of The 1950s. Volume Two,91.765,orchestra,Song From Moulin Rouge,0,,,,,
David Arkenstone,filk,1,272.74404,0.639436949,-11.812,Chillout Lounge,160.028,celtic,Drifting,2009,,,,,
Jellyfish,orchestral,1,216.60689,0.593216548,-9.679,Best!,169.875,jangle pop,The Ghost At #1,2006,,,,,
Fuzz,,0,238.36689,0.479290854,-3.768,Uno,153.978,video game music,Blues 666,0,,,,,
Rui Da Silva,portuguese,2,444.9171,0.625186798,-5.999,Amidar,65.005,progressive house,Amidar (CCCP Mix),0,,,,,
Shakira,colombian,1,399.98649,0.833178526,-7.094,The Remixes,121.589,dance pop,Donde Estas Corazon,1997,,,,,
Faking David,,0,169.56036,0.42609095,-10.769,Freedom Of Expression,98.259,breakbeat,Down A Notch,0,,,,,
MarAa Elena Walsh,,0,148.89751,0.341513855,-13.024,Canciones Para Grandes,103.623,lullaby,Balada De La Mariposa,0,,,,,
BassTurk,,0,259.05587,0.234261758,-10.399,Bassturk,90.627,hard trance,Unutmam,2008,,,,,
Connie Francis,american,1,135.8624,0.616698192,-9.956,Who's Sorry Now?...The Early Years 1955-58,121.993,brill building pop,You Were Only Fooling,0,,,,,
Twista Featuring Cee-Lo,hip hop rnb and dance hall,1,272.50893,0.889613555,-5.126,Kamikaze,106.967,gangster rap,Hope  (Edited Album Version),2004,,,,,
Johnny Cash,country,5,162.29832,0.817256939,-10.06,Wanted Man: The Johnny Cash Collection,170.995,honky tonk,Lonesome To The Bone,1974,,,,,
Curtis Mayfield,funk,1,237.60934,0.786921231,-14.364,Future Shock,83.902,chicago soul,Soul Music (ReMastered),2006,,,,,
K-OS,hip-hop,2,282.43546,0.712662163,-6.472,Yes! 2-Disc Set,102.91,trip hop,The Avenue (Zack W. Remix),0,,,,,
The Mighty Clouds Of Joy,,0,141.58322,0.386362912,-14.502,Gospel,95.984,southern gospel,I've Come This Far by Faith,0,,,,,
Geier Sturzflug,german,2,186.51383,0.535492537,-6.54,Deutsche Hits CD1,165.979,pop rock,Bruttosozialprodukt,1982,,,,,
Alturas,,0,293.90322,0.341768516,-14.956,Entre tanto canto...,78.01,world beat,Turu wilakuy,0,,,,,
Spectra Soul,,0,303.51628,0.584998278,-7.751,Shogun Assassins EP Vol. 3,85.006,dubtronica,The Tube,2008,,,,,
F.I.R.,chinese,1,248.0322,0.537385267,-6.351,Unlimited,101.471,chinese music,Si Xin De Li You,0,,,,,
Black Debbath,norwegian,1,268.61669,0.48040197,-6.093,Black Debbath Hyller Kvinnen!,85.068,blues,"GrA,nn Dame_ RA,d Klut (Sangen Om Boken Om Damen Anne Enger Lahnstein)",0,,,,,
Dolly Parton,country,2,125.33506,0.765254692,-10.609,Just Because I'm A Woman,100.06,bluegrass,I'm Running Out Of Love,2008,,,,,
Stevie Ray Vaughan And Double Trouble,jazz and blues,1,168.30649,0.73379894,-10.351,In Step,170.217,texas blues,The House Is Rockin',1994,,,,,
The Glencastle Sound,,0,3.5522,0.350274444,-15.118,Our Scottish Heritage,110.76,folk rock,Medley: Bobby Stenhouse, Braes Of Gleniffer, Girl In A Blue Dress,0,,,
Bruce Carroll,,0,278.41261,0.480377596,-10.882,Boomerang,90.094,ccm,The Room,0,,,,,
Glen Ricks,,0,167.49669,0.329803211,-10.469,Glen Ricks' Rock My Boat,86.999,lovers rock,Magic Carpet Ride - Original,0,,,,,
Muse,,0,211.12118,0.929030287,-5.646,Dead Star / In Your World,126.725,art rock,Can't Take My Eyes Off You,0,,,,,
CoCo Lee,,0,269.53098,0.473486936,-6.025,COCO 1994-2008 Best Collection,100.034,dance pop,Mo Jing,0,,,,,
YZ,,0,287.37261,0.509363727,-14.64,The Legend Of Floyd Jones,43.991,hip hop,Love,0,,,,,
Brainchoke,,0,87.14404,0.40475607,-3.254,Introspective,137.07,grindcore,Crystal Clear,0,,,,,
Slim Whitman,,0,170.81424,0.51644378,-9.681,UK - 1955 - September,107.584,folk-pop,China Doll,2002,,,,,
Badmarsh & Shri,,0,497.13587,0.563421563,-9.507,Dancing Drums,96.028,breakbeat,Dancing Drums,1997,,,,,
Groucho Marx,,0,321.20118,0.426512761,-9.332,Best Of The Radio Shows,131.128,doo-wop,Show Fifteen with Bernard Sampson & Robert Sewell,0,,,,,
Jeff Scott Soto,,0,298.05669,0.606193496,-4.304,One Night In Madrid,180.974,symphonic rock,Colour My XTC,0,,,,,
Super700,,0,47.28118,0.571640368,-8.878,Lovebites,64.101,pop rock,The Other Side,2009,,,,,
KA(c)kA(c)lA(c),world,1,309.49832,0.410145992,-7.821,Kinavana,115.072,soukous,Yo Odeconer,2006,,,,,
Gerard Lenorman,french,2,227.39546,0.515344518,-8.811,La Ballade Des Gens Heureux,121.832,chanson,Voici Les ClA(c)s,1999,,,,,
Tabu Ley Rochereau,,0,173.19138,0.439080215,-13.029,Rochereau_ Sam Mangwana & l'African Fiesta National,100.009,soukous,Kassoule,0,,,,,
AZ,,0,60.21179,0.640695921,-7.459,Aziatic,87.599,gangster rap,Aziatic (Outro),2002,,,,,
The Clash,uk,2,130.63791,0.775797363,-13.143,London Calling / Combat Rock,87.657,new wave,Inoculated City,1982,,,,,
Wendy Moten,,0,230.37342,0.491071814,-8.634,Wendy Moten,109.001,ballad,Make This Love Last,1992,,,,,
Black History,soul and reggae,1,251.402,0.732571745,-10.062,Reggae Salute,127.27,dancehall,Problem Inna the System,2001,,,,,
Melatonin,,0,233.11628,0.473899746,-9.443,La fin de l'A(c)ternitA(c),127.989,breakcore,Le complexe de Sisyphe,0,,,,,
Steve Green,,0,147.40853,0.516021359,-13.051,He Holds the Keys,168.34,ccm,Honor The Lord (He Holds The Keys Album Version),0,,,,,
Pink Floyd,progressive rock,5,60.13342,0.818042044,-20.11,Ummagumma,65.61,art rock,The Grand Vizier's Garden Party (Entrance) (1994 Digital Remaster),0,,,,,
Judas Iscariot,black metal,2,393.89995,0.544161995,-7.736,The Cold Earth Slept Below,135.39,black metal,Babylon,1995,,,,,
Enrique Iglesias,spanish,1,229.0673,0.82735726,-6.947,Cosas Del Amor,101.43,dance pop,Dicen Por Ahi,1998,,,,,
Eddy Arnold,,0,156.21179,0.56412895,-11.375,Country Lovers_ Vol. 2,42.086,honky tonk,Enclosed_ One Broken Heart,0,,,,,
AndrA(c) Verchuren,,0,194.82077,0.360729206,-9.865,Les Increvable N2,123.249,chanson,Jalousie,0,,,,,
Johnny Osbourne,,0,271.5424,0.618765786,-8.227,Black & White Vol. 2: Reggae Classics,91.775,roots reggae,Turn Me On,0,,,,,
Andreas Dorau,,0,267.36281,0.501785968,-9.752,40 Frauen / Im September,118.975,tech house,Du Verstehst Mich Nicht,2005,,,,,
The Roots,,0,270.31465,0.862795414,-1.031,The Roots,183.486,funk,100% Dundee,0,,,,,
The Merry Macs,,0,182.9873,0.354496108,-16.008,Classic Years of The Merry Macs,79.821,big band,Breezin' Along With the Breeze,0,,,,,
Ashtrax,,0,278.36036,0.458292314,-12.796,Xtreme Control EP,123.013,progressive house,Future Traffic Song,2002,,,,,
D.O.W.N.,metal,1,239.72526,0.741132802,-7.722,Southern Slang,129.986,southern rock,I Don't Give a F**k,0,,,,,
Tito Rodriguez,,0,176.5873,0.412867488,-10.317,A Man And His Music  - El Inolvidable,103.166,mambo,Mango Del Monte,2001,,,,,
SNAP!,german,2,385.35791,0.71881021,-11.804,Attack - The Remixes Part 1,150.037,pop rap,The First The Last Eternity (Till The End) (feat. Summer) (GDC Mix),0,,,,,
California Oranges,,0,330.1873,0.424202828,-10.454,Imperial Hearts,176.02,twee pop,Feel Better,0,,,,,
Anna Vissi,,0,296.30649,0.631665135,-12.712,Music Guide - Athens,166.891,british pop,Den Me Agapas,0,,,,,
The Berzerker,grindcore,1,163.81342,0.668370612,-4.563,Dissimulate,227.25,speedcore,Compromise,2002,,,,,
Ada Jane,,0,288.80934,0.491938371,-13.892,Never Been Better,61.198,orchestra,The Queen's Treatment,0,,,,,
Flora Purim,,0,242.83383,0.479755041,-19.173,Encounter,75.297,latin jazz,Tomara (I Wish),1994,,,,,
Virgil Moorefield,,0,155.8722,0.32073576,-10.369,Unsettled Scores,45.13,experimental rock,Get Moose and Squirrel,1995,,,,,
Ice_ Lucky Luciano_ Filero,,0,239.93424,0.649155774,-5.141,Frozen Dreams,163.006,dub,Slab Ridaz (feat. Lucky Luciano & Filero),0,,,,,
GG Allin,punk,1,198.84363,0.632367594,-11.29,Carnival Of Excess : Limited Edition - Original Mixes,99.572,shock rock,Outskirts Of Life,0,,,,,
Dallas Holm,,0,273.00526,0.445456861,-14.948,Early Works,93.553,ccm,A Broken Heart,0,,,,,
Styles P,hip hop rnb and dance hall,1,57.57342,0.743792498,-7.495,The Art of War Volume 4,105.532,rap,Styles P Speaks (Interlude),0,,,,,
The Game feat. Jim Jones Camron & Bezell,hip hop rnb and dance hall,1,210.23302,0.802925396,-6.647,Westside Story Remix feat. Snoop Dogg & 50 Cent,69.555,gangster rap,Certified Gangstas (featuring Jim Jones Camron & Bezell),0,,,,,
Simple Minds,new wave,3,435.3824,0.700679842,-11.231,Themes - Volume 3,128.607,new wave,Sanctify Yourself (Extended Remix),0,,,,,
Petra,,0,242.62485,0.798158656,-11.555,Petraphonics,105.498,ccm,Hollow Eyes (Beat The System Album Version),0,,,,,
Alexander O'Neal,soul and reggae,1,183.11791,0.609123875,-5.184,Alex Loves...,95.924,dance pop,When A Man Loves A Woman,2008,,,,,
Bionikworld,,0,413.23057,0.413647596,-7.56,Preset 001 / Reset 001,126.089,melbourne,Party Favours,0,,,,,
Jean Segurel,,0,144.97914,0.330992398,-8.819,Les Fiances D'Auvergne,214.324,chanson,Sous les chataigniers,0,,,,,
Photek,jungle,1,421.19791,0.645426499,-10.611,Modus Operandi,161.772,jungle music,124,1997,,,,,
Ashes to Ashes,,0,247.84934,0.566157342,-5.061,Big Moving Parts,84.001,avantgarde metal,Gemini,0,,,,,
Band Of Horses,warp,1,205.24363,0.760636112,-11.536,Friend EP,111.963,folk-pop,Plans (Cover Version - Original by Grizzly Bear),0,,,,,
Bill Murk,,0,298.9971,0.184250147,-8.188,Praise Keeper,126.884,hard house,Find us Faithful,0,,,,,
Don & Juan,,0,136.04526,0.585610141,-9.146,Twirl Records Story Volume 10,141.469,doo-wop,Are You Putting Me On The Shelf,1995,,,,,
Simple Minds,new wave,3,352.44363,0.700679842,-8.013,Silver Box,106.136,new wave,Hunter And The Hunted (Live),1983,,,,,
Edmundo Ros,,0,134.1122,0.448026305,-16.327,The Latin Sounds of Edmundo Ros,191.863,samba,Happy Beat,0,,,,,
Noemi,,0,226.37669,0.499308967,-2.957,Sulla Mia Pelle Special Edition,144.052,musica,Per Colpa Tua,2010,,,,,
Frederik,,0,179.3824,0.477946575,-6.904,20 Suosikkia  / Se jokin sinulla on,103.063,tech house,Hur hur murmioon,0,,,,,
Cocoa Tea,,0,228.96281,0.595645309,-11.627,Kingston Hot,115.862,dancehall,100%,1992,,,,,
James Taylor,production music,1,315.16689,0.826513629,-13.097,New Moon Shine,100.075,folk-pop,Down In The Hole,0,,,,,
Selena,,0,192.62649,0.748320703,-12.366,All My Hits - Todos Mis Exitos,90.103,tejano,La Llamada,0,,,,,
Dave Eggar,los angeles,1,224.73098,0.450361261,-29.084,Serenity,117.298,new age,Dream Of Ice,1998,,,,,
This Is Hell,,0,106.39628,0.677550149,-5.726,Misfortunes,83.335,post-hardcore,REALIZATION: REMORSE,2008,,,,,
Donna The Buffalo,folk,1,251.42812,0.575532412,-12.667,The Ones You Love,172.076,zydeco,Visitor,0,,,,,
Soulwax,belgian,2,274.78159,0.803087355,-9.061,Leave The Story Untold,96.02,dance rock,Soul Simplicity,1996,,,,,
Mae West,american,1,150.49098,0.467620476,-16.198,I'm No Angel,101.276,modern rock,Put It Off Until Tomorrow,2006,,,,,
Mayday,,0,233.84771,0.569477757,-5.646,Mayday,178.719,folk-pop,Groundhog Day f/Cee-Lo Green & DJ Craze,0,,,,,
